LETRA;CATEGORIA;SUBCATEGORIA;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS
Q;05;2;;;;Espinha bífida lombar com hidrocefalia;Q05.2 Espinha bifida lombar c/hidrocefalia;;
Q;05;3;;;;Espinha bífida sacra com hidrocefalia;Q05.3 Espinha bifida sacra c/hidrocefalia;;
Q;05;4;;;;Espinha bífida não especificada, com hidrocefalia;Q05.4 Espinha bifida NE c/hidrocefalia;;
Q;05;5;;;;Espinha bífida cervical, sem hidrocefalia;Q05.5 Espinha bifida cervical s/hidrocefalia;;
Q;05;6;;;;Espinha bífida torácica, sem hidrocefalia;Q05.6 Espinha bifida toracica s/hidrocefalia;;
Q;05;7;;;;Espinha bífida lombar, sem hidrocefalia;Q05.7 Espinha bifida lombar s/hidrocefalia;;
Q;05;8;;;;Espinha bífida sacra, sem hidrocefalia;Q05.8 Espinha bifida sacra s/hidrocefalia;;
Q;05;9;;;;Espinha bífida não especificada;Q05.9 Espinha bifida NE;;
Q;06;0;;;;Amielia;Q06.0 Amielia;;
Q;06;1;;;;Hipoplasia e displasia da medula espinal;Q06.1 Hipoplasia e displasia da medula espinal;;
Q;06;2;;;;Diastematomielia;Q06.2 Diastematomielia;;
Q;06;3;;;;Outras malformações congênitas da cauda eqüina;Q06.3 Outr malformacoes congen da cauda equina;;
Q;06;4;;;;Hidromielia;Q06.4 Hidromielia;;
Q;06;8;;;;Outras malformações congênitas especificadas da medula espinal;Q06.8 Outr malform congen espec medula espinal;;
Q;06;9;;;;Malformação congênita não especificada da medula espinal;Q06.9 Malformacao congen NE da medula espinal;;
Q;07;0;;;;Síndrome de Arnold-Chiari;Q07.0 Sindr de Arnold-Chiari;;
Q;07;8;;;;Outras malformações congênitas especificadas do sistema nervoso;Q07.8 Outr malformacoes congen espec sist nervoso;;
Q;07;9;;;;Malformação congênita não especificada do sistema nervoso;Q07.9 Malformacao congen NE do sist nervoso;;
Q;10;0;;;N;Ptose congênita;Q10.0 Ptose congen;;
Q;10;1;;;N;Ectrópio congênito;Q10.1 Ectropio congen;;
Q;10;2;;;N;Entrópio congênito;Q10.2 Entropio congen;;
Q;10;3;;;N;Outras malformações congênitas das pálpebras;Q10.3 Outr malformacoes congen das palpebras;;
Q;10;4;;;N;Ausência ou agenesia do aparelho lacrimal;Q10.4 Ausencia ou agenesia do aparelho lacrimal;;
Q;10;5;;;N;Estenose ou estreitamento congênito do canal lacrimal;Q10.5 Estenose ou estreit congen canal lacrimal;;
Q;10;6;;;N;Outras malformações congênitas do aparelho lacrimal;Q10.6 Outr malformacoes congen aparelho lacrimal;;
Q;10;7;;;N;Malformação congênita da órbita;Q10.7 Malformacao congen da orbita;;
Q;11;0;;;N;Olho cístico;Q11.0 Olho cistico;;
Q;11;1;;;N;Outras formas de anoftalmia;Q11.1 Outr form de anoftalmia;;
Q;11;2;;;N;Microftalmia;Q11.2 Microftalmia;;
Q;11;3;;;N;Macroftalmia;Q11.3 Macroftalmia;;
Q;12;0;;;N;Catarata congênita;Q12.0 Catarata congen;;
Q;12;1;;;N;Luxação congênita do cristalino;Q12.1 Luxacao congen do cristalino;;
Q;12;2;;;N;Coloboma do cristalino;Q12.2 Coloboma do cristalino;;
Q;12;3;;;N;Afaquia congênita;Q12.3 Afaquia congen;;
Q;12;4;;;N;Esferofaquia;Q12.4 Esferofaquia;;
Q;12;8;;;N;Outras malformações congênitas do cristalino;Q12.8 Outr malformacoes congen do cristalino;;
Q;12;9;;;N;Malformação congênita não especificada do cristalino;Q12.9 Malformacao congen NE do cristalino;;
Q;13;0;;;N;Coloboma da íris;Q13.0 Coloboma da iris;;
Q;13;1;;;N;Ausência de íris;Q13.1 Ausencia de iris;;
Q;13;2;;;N;Outras malformações congênitas da íris;Q13.2 Outr malformacoes congen da iris;;
Q;13;3;;;N;Opacidade congênita da córnea;Q13.3 Opacidade congen da cornea;;
Q;13;4;;;N;Outras malformações congênitas da córnea;Q13.4 Outr malformacoes congen da cornea;;
Q;13;5;;;N;Esclerótica azul;Q13.5 Esclerotica azul;;
Q;13;8;;;N;Outras malformações congênitas da câmara anterior do olho;Q13.8 Outr malform congen camara anterior olho;;
Q;13;9;;;N;Malformação congênita não especificada da câmara anterior do olho;Q13.9 Malformacao congen NE camara anterior olho;;
Q;14;0;;;N;Malformação congênita do humor vítreo;Q14.0 Malformacao congen do humor vitreo;;
Q;14;1;;;N;Malformação congênita da retina;Q14.1 Malformacao congen da retina;;
Q;14;2;;;N;Malformação congênita do disco óptico;Q14.2 Malformacao congen do disco optico;;
Q;14;3;;;N;Malformação congênita da coróide;Q14.3 Malformacao congen da coroide;;
Q;14;8;;;N;Outras malformações congênitas da câmara posterior do olho;Q14.8 Outr malform congen camara posterior olho;;
Q;14;9;;;N;Malformação congênita não especificada da câmara posterior do olho;Q14.9 Malformacao congen NE camara posterior olho;;
Q;15;0;;;N;Glaucoma congênito;Q15.0 Glaucoma congen;;
Q;15;8;;;N;Outras malformações congênitas especificadas do olho;Q15.8 Outr malformacoes congen espec do olho;;
Q;15;9;;;N;Malformação congênita não especificada do olho;Q15.9 Malformacao congen NE do olho;;
Q;16;0;;;N;Ausência congênita do pavilhão auricular [orelha];Q16.0 Ausencia congen do pavilhao auricular;;
Q;16;1;;;N;Ausência, atresia e estreitamento congênitos do conduto auditivo (externo);Q16.1 Ausencia atresia estreit congen cond audit;;
Q;16;2;;;N;Ausência da trompa de Eustáquio;Q16.2 Ausencia da trompa de Eustaquio;;
Q;16;3;;;N;Malformação congênita dos ossículos do ouvido;Q16.3 Malformacao congen dos ossiculos do ouvido;;
Q;16;4;;;N;Outras malformações congênitas do ouvido médio;Q16.4 Outr malformacoes congen do ouvido medio;;
Q;16;5;;;N;Malformação congênita do ouvido interno;Q16.5 Malformacao congen do ouvido interno;;
Q;16;9;;;N;Malformação congênita do ouvido não especificada causando comprometimento da audição;Q16.9 Malform congen ouvido NE caus compr audicao;;
Q;17;0;;;N;Pavilhão supranumerário;Q17.0 Pavilhao supranumerario;;
Q;17;1;;;N;Macrotia;Q17.1 Macrotia;;
Q;17;2;;;N;Microtia;Q17.2 Microtia;;
Q;17;3;;;N;Outras deformidades da orelha;Q17.3 Outr deform da orelha;;
Q;17;4;;;N;Anomalia de posição da orelha;Q17.4 Anomalia de posicao da orelha;;
Q;17;5;;;N;Orelhas proeminentes;Q17.5 Orelhas proeminentes;;
Q;17;8;;;N;Outras malformações congênitas especificadas da orelha;Q17.8 Outr malformacoes congen espec da orelha;;
Q;17;9;;;N;Malformação congênita não especificada da orelha;Q17.9 Malformacao congen NE da orelha;;
Q;18;0;;;N;Seio, fístula e cisto de origem branquial;Q18.0 Seio fistula e cisto orig branquial;;
Q;18;1;;;N;Seio, fístula e cisto pré-auricular;Q18.1 Seio fistula e cisto pre-auricular;;
Q;18;2;;;N;Outras malformações da fenda branquial;Q18.2 Outr malformacoes da fenda branquial;;
Q;18;3;;;N;Pescoço alado;Q18.3 Pescoco alado;;
Q;18;4;;;N;Macrostomia;Q18.4 Macrostomia;;
Q;18;5;;;N;Microstomia;Q18.5 Microstomia;;
Q;18;6;;;N;Macroqueilia;Q18.6 Macroqueilia;;
Q;18;7;;;N;Microqueilia;Q18.7 Microqueilia;;
Q;18;8;;;N;Outras malformações congênitas especificadas da face e do pescoço;Q18.8 Outr malformacoes congen espec face pescoco;;
Q;18;9;;;N;Malformação congênita não especificada da face e do pescoço;Q18.9 Malformacao congen NE da face e do pescoco;;
Q;20;0;;;;Tronco arterial comum;Q20.0 Tronco arterial comum;;
Q;20;1;;;;Ventrículo direito com dupla via de saída;Q20.1 Ventriculo direito c/dupla via de saida;;
Q;20;2;;;;Ventrículo esquerdo com dupla via de saída;Q20.2 Ventriculo esquerdo c/dupla via de saida;;
Q;20;3;;;;Comunicação ventrículo-atrial discordante;Q20.3 Comunicacao ventriculo-atrial discordante;;
Q;20;4;;;;Ventrículo com dupla via de entrada;Q20.4 Ventriculo c/dupla via de entrada;;
Q;20;5;;;;Comunicação átrio-ventricular discordante;Q20.5 Comunicacao atrio-ventricular discordante;;
Q;20;6;;;;Isomerismo dos apêndices atriais;Q20.6 Isomerismo dos apendices atriais;;
Q;20;8;;;;Outras malformações congênitas das câmaras e das comunicações cardíacas;Q20.8 Outr malform congen camaras e comunic card;;
Q;20;9;;;;Malformação congênita não especificada das câmaras e das comunicações cardíacas;Q20.9 Malformacao congen NE camaras e comumic card;;
Q;21;0;;;;Comunicação interventricular;Q21.0 Comunicacao interventricular;;
Q;21;1;;;;Comunicação interatrial;Q21.1 Comunicacao interatrial;;
Q;21;2;;;;Comunicação atrioventricular;Q21.2 Comunicacao atrioventricular;;
Q;21;3;;;;Tetralogia de Fallot;Q21.3 Tetralogia de Fallot;;
Q;21;4;;;;Comunicação aortopulmonar;Q21.4 Comunicacao aortopulmonar;;
Q;21;8;;;;Outras malformações congênitas dos septos cardíacos;Q21.8 Outr malformacoes congen septos cardiacos;;
Q;21;9;;;;Malformação congênita não especificada de septo cardíaco;Q21.9 Malformacao congen NE de septo cardiaco;;
Q;22;0;;;;Atresia da valva pulmonar;Q22.0 Atresia da valva pulmonar;;
Q;22;1;;;;Estenose congênita da valva pulmonar;Q22.1 Estenose congen da valva pulmonar;;
Q;22;2;;;;Insuficiência congênita da valva pulmonar;Q22.2 Insuf congen da valva pulmonar;;
Q;22;3;;;;Outras malformações congênitas da valva pulmonar;Q22.3 Outr malformacoes congen da valva pulmonar;;
Q;22;4;;;;Estenose congênita da valva tricúspide;Q22.4 Estenose congen da valva tricuspide;;
Q;22;5;;;;Anomalia de Ebstein;Q22.5 Anomalia de Ebstein;;
Q;22;6;;;;Síndrome do coração direito hipoplásico;Q22.6 Sindr do coracao direito hipoplasico;;
Q;22;8;;;;Outras malformações congênitas da valva tricúspide;Q22.8 Outr malformacoes congen da valva tricuspide;;
Q;22;9;;;;Malformação congênita não especificada da valva tricúspide;Q22.9 Malformacao congen NE da valva tricuspide;;
Q;23;0;;;;Estenose congênita da valva aórtica;Q23.0 Estenose congen da valva aortica;;
Q;23;1;;;;Insuficiência congênita da valva aórtica;Q23.1 Insuf congen da valva aortica;;
Q;23;2;;;;Estenose mitral congênita;Q23.2 Estenose mitral congen;;
Q;23;3;;;;Insuficiência mitral congênita;Q23.3 Insuf mitral congen;;
Q;23;4;;;;Síndrome do coração esquerdo hipoplásico;Q23.4 Sindr do coracao esquerdo hipoplasico;;
Q;23;8;;;;Outras malformações congênitas das valvas aórtica e mitral;Q23.8 Outr malform congen valvas aortica mitral;;
Q;23;9;;;;Malformação congênita não especificada das valvas aórtica e mitral;Q23.9 Malformacao congen NE valvas aortica mitral;;
Q;24;0;;;;Dextrocardia;Q24.0 Dextrocardia;;
Q;24;1;;;;Levocardia;Q24.1 Levocardia;;
Q;24;2;;;;Cor triatriatum;Q24.2 Cor triatriatum;;
Q;24;3;;;;Estenose do infundíbulo pulmonar;Q24.3 Estenose do infundibulo pulmonar;;
Q;24;4;;;;Estenose subaórtica congênita;Q24.4 Estenose subaortica congen;;
Q;24;5;;;;Malformações dos vasos coronários;Q24.5 Malformacoes dos vasos coronarios;;
Q;24;6;;;;Bloqueio congênito do coração;Q24.6 Bloqueio congen do coracao;;
Q;24;8;;;;Outras malformações congênitas especificadas do coração;Q24.8 Outr malformacoes congen espec do coracao;;
Q;24;9;;;;Malformação não especificada do coração;Q24.9 Malformacao NE do coracao;;
Q;25;0;;;;Permeabilidade do canal arterial;Q25.0 Permeabilidade do canal arterial;;
Q;25;1;;;;Coartação da aorta;Q25.1 Coartacao da aorta;;
Q;25;2;;;;Atresia da aorta;Q25.2 Atresia da aorta;;
Q;25;3;;;;Estenose da aorta;Q25.3 Estenose da aorta;;
Q;25;4;;;;Outras malformações congênitas da aorta;Q25.4 Outr malformacoes congen da aorta;;
Q;25;5;;;;Atresia da artéria pulmonar;Q25.5 Atresia da arteria pulmonar;;
Q;25;6;;;;Estenose da artéria pulmonar;Q25.6 Estenose da arteria pulmonar;;
Q;25;7;;;;Outras malformações congênitas da artéria pulmonar;Q25.7 Outr malformacoes congen da arteria pulmonar;;
Q;25;8;;;;Outras malformações congênitas das grandes artérias;Q25.8 Outr malformacoes congen grandes arterias;;
Q;25;9;;;;Malformação congênita não especificada das grandes artérias;Q25.9 Malformacao congen NE das grandes arterias;;
Q;26;0;;;;Estenose congênita da veia cava;Q26.0 Estenose congen da veia cava;;
Q;26;1;;;;Persistência da veia cava superior esquerda;Q26.1 Persistencia da veia cava super esquerda;;
Q;26;2;;;;Comunicação venosa pulmonar anormal total;Q26.2 Comunicacao venosa pulmonar anormal total;;
Q;26;3;;;;Comunicação venosa pulmonar anormal parcial;Q26.3 Comunicacao venosa pulmonar anormal parcial;;
Q;26;4;;;;Comunicação venosa pulmonar anormal não especificado;Q26.4 Comunicacao venosa pulmonar anormal NE;;
Q;26;5;;;;Comunicação venosa portal anormal;Q26.5 Comunicacao venosa portal anormal;;
Q;26;6;;;;Fístula entre a veia porta e a artéria hepática;Q26.6 Fistula entre veia porta e arteria hepatica;;
Q;26;8;;;;Outras malformações congênitas das grandes veias;Q26.8 Outr malformacoes congen das grandes veias;;
Q;26;9;;;;Malformação congênita não especificada de grande veia;Q26.9 Malformacao congen NE de grande veia;;
Q;27;0;;;;Ausência congênita e hipoplasia da artéria umbilical;Q27.0 Ausencia congen e hipoplasia arteria umbilic;;
Q;27;1;;;;Estenose congênita da artéria renal;Q27.1 Estenose congen da arteria renal;;
Q;27;2;;;;Outras malformações congênitas da artéria renal;Q27.2 Outr malformacoes congen da arteria renal;;
Q;27;3;;;;Malformação artério-venosa periférica;Q27.3 Malformacao arterio-venosa periferica;;
Q;27;4;;;;Ectasia venosa (flebectasia) congênita;Q27.4 Ectasia venosa congen;;
Q;27;8;;;;Outras malformações congênitas especificadas do sistema vascular periférico;Q27.8 Outr malform congen espec sist vasc perif;;
Q;27;9;;;;Malformação congênita não especificada do sistema vascular periférico;Q27.9 Malformacao congen NE do sist vasc perif;;
Q;28;0;;;;Malformação arteriovenosa de vasos pré-cerebrais;Q28.0 Malform arteriovenosa de vasos pre-cerebrais;;
Q;28;1;;;;Outras malformações dos vasos pré-cerebrais;Q28.1 Outr malformacoes dos vasos pre-cerebrais;;
Q;28;2;;;;Malformação arteriovenosa dos vasos cerebrais;Q28.2 Malform arteriovenosa dos vasos cerebrais;;
Q;28;3;;;;Outras malformações dos vasos cerebrais;Q28.3 Outr malformacoes dos vasos cerebrais;;
Q;28;8;;;;Outras malformações congênitas especificadas do aparelho circulatório;Q28.8 Outr malform congen espec aparelho circulat;;
Q;28;9;;;;Malformação congênita não especificada do aparelho circulatório;Q28.9 Malform congen NE do aparelho circulatorio;;
Q;30;0;;;;Atresia das coanas;Q30.0 Atresia das coanas;;
Q;30;1;;;;Agenesia ou hipoplasia do nariz;Q30.1 Agenesia ou hipoplasia do nariz;;
Q;30;2;;;;Fissura, entalhe ou fenda nasal;Q30.2 Fissura entalhe ou fenda nasal;;
Q;30;3;;;;Perfuração congênita do septo nasal;Q30.3 Perfuracao congen do septo nasal;;
Q;30;8;;;;Outras malformações congênitas do nariz;Q30.8 Outr malformacoes congen do nariz;;
Q;30;9;;;;Malformação congênita não especificada do nariz;Q30.9 Malformacao congen NE do nariz;;
Q;31;0;;;;Pterígio da laringe;Q31.0 Pterigio da laringe;;
Q;31;1;;;;Estenose subglótica congênita;Q31.1 Estenose subglotica congen;;
Q;31;2;;;;Hipoplasia da laringe;Q31.2 Hipoplasia da laringe;;
Q;31;3;;;;Laringocele;Q31.3 Laringocele;;
Q;31;5;;;;Laringomalácia congênita;Q31.5 Laringomalacia congenita;;
Q;31;8;;;;Outras malformações congênitas da laringe;Q31.8 Outr malformacoes congen da laringe;;
Q;31;9;;;;Malformação congênita não especificada da laringe;Q31.9 Malformacao congen NE da laringe;;
Q;32;0;;;;Traqueomalácia congênita;Q32.0 Traqueomalacia congen;;
Q;32;1;;;;Outras malformações congênitas da traquéia;Q32.1 Outr malformacoes congen da traqueia;;
Q;32;2;;;;Broncomalácia congênita;Q32.2 Broncomalacia congen;;
Q;32;3;;;;Estenose congênita dos brônquios;Q32.3 Estenose congen dos bronquios;;
Q;32;4;;;;Outras malformações congênitas dos brônquios;Q32.4 Outr malformacoes congen dos bronquios;;
Q;33;0;;;;Pulmão cístico congênito;Q33.0 Pulmao cistico congen;;
Q;33;1;;;;Lobo pulmonar supranumerário;Q33.1 Lobo pulmonar supranumerario;;
Q;33;2;;;;Seqüestro pulmonar;Q33.2 Sequestro pulmonar;;
Q;33;3;;;;Agenesia do pulmão;Q33.3 Agenesia do pulmao;;
Q;33;4;;;;Bronquectasia congênita;Q33.4 Bronquectasia congen;;
Q;33;5;;;;Tecido ectópico intrapulmonar;Q33.5 Tec ectopico intrapulmonar;;
Q;33;6;;;;Hipoplasia e displasia do pulmão;Q33.6 Hipoplasia e displasia do pulmao;;
Q;33;8;;;;Outras malformações congênitas do pulmão;Q33.8 Outr malformacoes congen do pulmao;;
Q;33;9;;;;Malformação congênita não especificada do pulmão;Q33.9 Malformacao congen NE do pulmao;;
Q;34;0;;;;Anomalia da pleura;Q34.0 Anomalia da pleura;;
Q;34;1;;;;Cisto congênito do mediastino;Q34.1 Cisto congen do mediastino;;
Q;34;8;;;;Outras malformações congênitas especificadas do aparelho respiratório;Q34.8 Outr malform congen espec aparelho respirat;;
Q;34;9;;;;Malformação congênita não especificada do aparelho respiratório;Q34.9 Malformacao congen NE do aparelho respirat;;
Q;35;1;;;;Fenda do palato duro;Q35.1 Fenda do palato duro;;Q350
Q;35;3;;;;Fenda do palato mole;Q35.3 Fenda do palato mole;;Q352
Q;35;5;;;;Fenda do palato duro com fenda do palato mole;Q35.5 Fenda do palato duro c/fenda do palato mole;;Q354
Q;35;7;;;;Fenda da úvula;Q35.7 Fenda da uvula;;
Q;35;9;;;;Fenda palatina não especificada;Q35.9 Fenda palatina NE;;Q356,Q358
Q;36;0;;;;Fenda labial bilateral;Q36.0 Fenda labial bilateral;;
Q;36;1;;;;Fenda labial mediana;Q36.1 Fenda labial mediana;;
Q;36;9;;;;Fenda labial unilateral;Q36.9 Fenda labial unilateral;;
Q;37;0;;;;Fenda do palato duro com fenda labial bilateral;Q37.0 Fenda palato duro c/fenda labial bilateral;;
Q;37;1;;;;Fenda do palato duro com fenda labial unilateral;Q37.1 Fenda palato duro c/fenda labial unilateral;;
Q;37;2;;;;Fenda do palato mole com fenda labial bilateral;Q37.2 Fenda palato mole c/fenda labial bilateral;;
Q;37;3;;;;Fenda do palato mole com fenda labial unilateral;Q37.3 Fenda palato mole c/fenda labial unilateral;;
Q;37;4;;;;Fenda dos palatos duro e mole com fenda labial bilateral;Q37.4 Fenda palatos duro mole c/fenda labial bilat;;
Q;37;5;;;;Fenda dos palatos duro e mole com fenda labial unilateral;Q37.5 Fenda palatos duro mole c/fend labial unilat;;
Q;37;8;;;;Fenda do palato com fenda labial bilateral, não especificada;Q37.8 Fenda do palato c/fenda labial bilateral NE;;
Q;37;9;;;;Fenda do palato com fenda labial unilateral, não especificada;Q37.9 Fenda do palato c/fenda labial unilateral NE;;
Q;38;0;;;;Malformações congênitas dos lábios, não classificadas em outra parte;Q38.0 Malformacoes congen dos labios NCOP;;
Q;38;1;;;N;Anquiloglossia;Q38.1 Anquiloglossia;;
Q;38;2;;;;Macroglossia;Q38.2 Macroglossia;;
Q;38;3;;;;Outras malformações congênitas da língua;Q38.3 Outr malformacoes congen da lingua;;
Q;38;4;;;;Malformações congênitas das glândulas e dutos salivares;Q38.4 Malformacoes congen gland e dutos salivares;;
Q;38;5;;;;Malformações congênitas do palato não classificadas em outra parte;Q38.5 Malformacoes congen do palato NCOP;;
Q;38;6;;;;Outras malformações congênitas da boca;Q38.6 Outr malformacoes congen da boca;;
Q;38;7;;;;Bolsa faríngea;Q38.7 Bolsa faringea;;
Q;38;8;;;;Outras malformações congênitas da faringe;Q38.8 Outr malformacoes congen da faringe;;
Q;39;0;;;;Atresia de esôfago, sem fístula;Q39.0 Atresia de esofago s/fistula;;
Q;39;1;;;;Atresia de esôfago, com fístula traqueoesofágica;Q39.1 Atresia esofago c/fistula traqueoesofagica;;
Q;39;2;;;;Fístula traqueoesofágica congênita, sem atresia;Q39.2 Fistula traqueoesofagica congen s/atresia;;
Q;39;3;;;;Estenose congênita e estreitamento congênito do esôfago;Q39.3 Estenose congen e estreit congen esofago;;
Q;39;4;;;;Pterígio do esôfago;Q39.4 Pterigio do esofago;;
Q;39;5;;;;Dilatação congênita do esôfago;Q39.5 Dilatacao congen do esofago;;
Q;39;6;;;;Divertículo do esôfago;Q39.6 Diverticulo do esofago;;
Q;39;8;;;;Outras malformações congênitas do esôfago;Q39.8 Outr malformacoes congen do esofago;;
Q;39;9;;;;Malformação congênita não especificada do esôfago;Q39.9 Malformacao congen NE do esofago;;
Q;40;0;;;;Estenose hipertrófica congênita do piloro;Q40.0 Estenose hipertrofica congen do piloro;;
Q;40;1;;;;Hérnia congênita de hiato;Q40.1 Hernia congen de hiato;;
Q;40;2;;;;Outras malformações congênitas especificadas do estômago;Q40.2 Outr malformacoes congen espec do estomago;;
Q;40;3;;;;Malformação congênita não especificada do estômago;Q40.3 Malformacao congen NE do estomago;;
Q;40;8;;;;Outras malformações congênitas especificadas do trato digestivo superior;Q40.8 Outr malform congen espec trato digest super;;
Q;40;9;;;;Malformação congênita não especificada do trato digestivo superior;Q40.9 Malformacao congen NE trato digestivo super;;
Q;41;0;;;;Ausência, atresia e estenose congênita do duodeno;Q41.0 Ausencia atresia e estenose congen duodeno;;
Q;41;1;;;;Ausência, atresia e estenose congênita do jejuno;Q41.1 Ausencia atresia e estenose congen do jejuno;;
Q;41;2;;;;Ausência, atresia e estenose congênita do íleo;Q41.2 Ausencia atresia e estenose congen do ileo;;
Q;41;8;;;;Ausência, atresia e estenose congênita de outras partes especificadas do intestino delgado;Q41.8 Ausen atres esten cong out part esp int delg;;
Q;41;9;;;;Ausência, atresia e estenose congênita do intestino delgado, sem especificação de localização;Q41.9 Ausen atres esten cong int delg s/espec loc;;
Q;42;0;;;;Ausência, atresia e estenose congênita do reto, com fístula;Q42.0 Ausencia atresia estenose congen reto c/fist;;
Q;42;1;;;;Ausência, atresia e estenose congênita do reto, sem fístula;Q42.1 Ausencia atresia estenose congen reto s/fist;;
Q;42;2;;;;Ausência, atresia e estenose congênita do ânus, com fístula;Q42.2 Ausencia atresia estenose congen anus c/fist;;
Q;42;3;;;;Ausência, atresia e estenose congênita do ânus, sem fístula;Q42.3 Ausencia atresia estenose congen anus s/fist;;
Q;42;8;;;;Ausência, atresia e estenose congênita de outras partes do cólon (intestino grosso);Q42.8 Ausenc atres estenose congen outr part colon;;
Q;42;9;;;;Ausência, atresia e estenose congênita de partes não especificadas do cólon (intestino grosso);Q42.9 Ausenc atresia estenose congen part NE colon;;
Q;43;0;;;;Divertículo de Meckel;Q43.0 Diverticulo de Meckel;;
Q;43;1;;;;Doença de Hirschsprung;Q43.1 Doenc de Hirschsprung;;
Q;43;2;;;;Outros transtornos funcionais congênitos do cólon;Q43.2 Outr transt funcionais congen do colon;;
Q;43;3;;;;Malformações congênitas da fixação do intestino;Q43.3 Malformacoes congen da fixacao do intestino;;
Q;43;4;;;;Duplicação do intestino;Q43.4 Duplicacao do intestino;;
Q;43;5;;;;Ânus ectópico;Q43.5 Anus ectopico;;
Q;43;6;;;;Fístula congênita do reto e do ânus;Q43.6 Fistula congen do reto e do anus;;
Q;43;7;;;;Persistência de cloaca;Q43.7 Persistencia de cloaca;;
Q;43;8;;;;Outras malformações congênitas especificadas do intestino;Q43.8 Outr malformacoes congen espec do intestino;;
Q;43;9;;;;Malformação congênita não especificada do intestino;Q43.9 Malformacao congen NE do intestino;;
Q;44;0;;;;Agenesia, aplasia e hipoplasia da vesícula biliar;Q44.0 Agenesia aplasia hipoplasia vesicula biliar;;
Q;44;1;;;;Outras malformações congênitas da vesícula biliar;Q44.1 Outr malformacoes congen da vesicula biliar;;
Q;44;2;;;;Atresia das vias biliares;Q44.2 Atresia das vias biliares;;
Q;44;3;;;;Estenose e estreitamento congênitos das vias biliares;Q44.3 Estenose estreitamento congen vias biliares;;
Q;44;4;;;;Cisto do colédoco;Q44.4 Cisto do coledoco;;
Q;44;5;;;;Outras malformações congênitas das vias biliares;Q44.5 Outr malformacoes congen das vias biliares;;
Q;44;6;;;;Doença cística do fígado;Q44.6 Doenc cistica do figado;;
Q;44;7;;;;Outras malformações congênitas do fígado;Q44.7 Outr malformacoes congen do figado;;
Q;45;0;;;;Agenesia, aplasia e hipoplasia do pâncreas;Q45.0 Agenesia aplasia e hipoplasia do pancreas;;
Q;45;1;;;;Pâncreas anular;Q45.1 Pancreas anular;;
Q;45;2;;;;Cisto pancreático congênito;Q45.2 Cisto pancreatico congen;;
Q;45;3;;;;Outras malformações congênitas do pâncreas e do duto pancreático;Q45.3 Outr malform congen pancreas duto pancreatic;;
Q;45;8;;;;Outras malformações congênitas especificadas do aparelho digestivo;Q45.8 Outr malform congen espec aparelho digestivo;;
Q;45;9;;;;Malformação congênita não especificada do aparelho digestivo;Q45.9 Malformacao congen NE do aparelho digestivo;;
Q;50;0;;F;;Ausência congênita dos ovários;Q50.0 Ausencia congen dos ovarios;;
Q;50;1;;F;;Cisto ovariano de desenvolvimento;Q50.1 Cisto ovariano de desenvolv;;
Q;50;2;;F;;Torsão congênita do ovário;Q50.2 Torsao congen do ovario;;
Q;50;3;;F;;Outras malformações congênitas do ovário;Q50.3 Outr malformacoes congen do ovario;;
Q;50;4;;F;;Cisto embrionário da trompa de Falópio;Q50.4 Cisto embrionario da trompa de Falopio;;
Q;50;5;;F;;Cisto embrionário do ligamento largo;Q50.5 Cisto embrionario do ligamento largo;;
Q;50;6;;F;;Outras malformações congênitas das trompas de Falópio e dos ligamentos largos;Q50.6 Outr malform congen tromp Falopio lig largos;;
Q;51;0;;F;;Agenesia e aplasia do útero;Q51.0 Agenesia e aplasia do utero;;
Q;51;1;;F;;Útero duplo com duplicação do colo uterino e da vagina;Q51.1 Utero duplo c/duplicacao colo uterino vagina;;
Q;51;2;;F;;Outra duplicação do útero;Q51.2 Outr duplicacao do utero;;
Q;51;3;;F;;Útero bicórneo;Q51.3 Utero bicorneo;;
Q;51;4;;F;;Útero unicórneo;Q51.4 Utero unicorneo;;
Q;51;5;;F;;Agenesia e aplasia do colo do útero;Q51.5 Agenesia e aplasia do colo do utero;;
Q;51;6;;F;;Cisto embrionário do colo do útero;Q51.6 Cisto embrionario do colo do utero;;
Q;51;7;;F;;Fístula congênita útero-digestiva ou útero-urinária;Q51.7 Fistula congen utero-digest ou utero-urinar;;
Q;51;8;;F;;Outras malformações congênitas do útero e do colo do útero;Q51.8 Outr malformacoes congen utero colo do utero;;
Q;51;9;;F;;Malformação congênita não especificada do útero e do colo do útero SOE;Q51.9 Malformacao congen NE utero colo utero SOE;;
Q;52;0;;F;;Ausência congênita da vagina;Q52.0 Ausencia congen da vagina;;
Q;52;1;;F;;Duplicação da vagina;Q52.1 Duplicacao da vagina;;
Q;52;2;;F;;Fístula reto-vaginal congênita;Q52.2 Fistula reto-vaginal congen;;
Q;52;3;;F;;Imperfuração do hímen;Q52.3 Imperfuracao do himen;;
Q;52;4;;F;;Outras malformações congênitas da vagina;Q52.4 Outr malformacoes congen da vagina;;
Q;52;5;;F;;Fusão dos lábios vulvares;Q52.5 Fusao dos labios vulvares;;
Q;52;6;;F;;Malformação congênita do clitóris;Q52.6 Malformacao congen do clitoris;;
Q;52;7;;F;;Outras malformações congênitas da vulva;Q52.7 Outr malformacoes congen da vulva;;
